"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Mexico","2010","Total","Both Sexes","16","Census - de facto - complete tabulation","Final figure, complete","2011","2164278","7"
"Mexico","2010","Total","Both Sexes","17","Census - de facto - complete tabulation","Final figure, complete","2011","2282332","7"
"Mexico","2010","Total","Both Sexes","18","Census - de facto - complete tabulation","Final figure, complete","2011","2315644","7"
"Mexico","2010","Total","Both Sexes","19","Census - de facto - complete tabulation","Final figure, complete","2011","1999520","7"
"Mexico","2010","Total","Both Sexes","20","Census - de facto - complete tabulation","Final figure, complete","2011","2158009","7"
"Mexico","2010","Total","Both Sexes","20 - 24","Census - de facto - complete tabulation","Final figure, complete","2011","9892271","7"
"Mexico","2010","Total","Both Sexes","21","Census - de facto - complete tabulation","Final figure, complete","2011","1852751","7"
"Mexico","2010","Total","Both Sexes","22","Census - de facto - complete tabulation","Final figure, complete","2011","2040729","7"
"Mexico","2010","Total","Both Sexes","23","Census - de facto - complete tabulation","Final figure, complete","2011","1953669","7"
"Mexico","2010","Total","Both Sexes","24","Census - de facto - complete tabulation","Final figure, complete","2011","1887113","7"
"Mexico","2010","Total","Both Sexes","25","Census - de facto - complete tabulation","Final figure, complete","2011","1888107","7"
"Mexico","2010","Total","Both Sexes","25 - 29","Census - de facto - complete tabulation","Final figure, complete","2011","8788177","7"
"Mexico","2010","Total","Both Sexes","26","Census - de facto - complete tabulation","Final figure, complete","2011","1744230","7"
"Mexico","2010","Total","Both Sexes","27","Census - de facto - complete tabulation","Final figure, complete","2011","1744709","7"
"Mexico","2010","Total","Both Sexes","28","Census - de facto - complete tabulation","Final figure, complete","2011","1805401","7"
"Mexico","2010","Total","Both Sexes","29","Census - de facto - complete tabulation","Final figure, complete","2011","1605730","7"
"Mexico","2010","Total","Both Sexes","30","Census - de facto - complete tabulation","Final figure, complete","2011","2033652","7"
"Mexico","2010","Total","Both Sexes","30 - 34","Census - de facto - complete tabulation","Final figure, complete","2011","8470798","7"
"Mexico","2010","Total","Both Sexes","31","Census - de facto - complete tabulation","Final figure, complete","2011","1376746","7"
"Mexico","2010","Total","Both Sexes","32","Census - de facto - complete tabulation","Final figure, complete","2011","1787288","7"
"Mexico","2010","Total","Both Sexes","33","Census - de facto - complete tabulation","Final figure, complete","2011","1664186","7"
"Mexico","2010","Total","Both Sexes","34","Census - de facto - complete tabulation","Final figure, complete","2011","1608926","7"
"Mexico","2010","Total","Both Sexes","35","Census - de facto - complete tabulation","Final figure, complete","2011","1773570","7"
"Mexico","2010","Total","Both Sexes","35 - 39","Census - de facto - complete tabulation","Final figure, complete","2011","8292987","7"
"Mexico","2010","Total","Both Sexes","36","Census - de facto - complete tabulation","Final figure, complete","2011","1705919","7"
"Mexico","2010","Total","Both Sexes","37","Census - de facto - complete tabulation","Final figure, complete","2011","1580995","7"
"Mexico","2010","Total","Both Sexes","38","Census - de facto - complete tabulation","Final figure, complete","2011","1765973","7"
"Mexico","2010","Total","Both Sexes","39","Census - de facto - complete tabulation","Final figure, complete","2011","1466530","7"
"Mexico","2010","Total","Both Sexes","40","Census - de facto - complete tabulation","Final figure, complete","2011","1842724","7"
"Mexico","2010","Total","Both Sexes","40 - 44","Census - de facto - complete tabulation","Final figure, complete","2011","7009226","7"
"Mexico","2010","Total","Both Sexes","41","Census - de facto - complete tabulation","Final figure, complete","2011","1116315","7"
"Mexico","2010","Total","Both Sexes","42","Census - de facto - complete tabulation","Final figure, complete","2011","1604324","7"
"Mexico","2010","Total","Both Sexes","43","Census - de facto - complete tabulation","Final figure, complete","2011","1275856","7"
"Mexico","2010","Total","Both Sexes","44","Census - de facto - complete tabulation","Final figure, complete","2011","1170007","7"
"Mexico","2010","Total","Both Sexes","45","Census - de facto - complete tabulation","Final figure, complete","2011","1395960","7"
"Mexico","2010","Total","Both Sexes","45 - 49","Census - de facto - complete tabulation","Final figure, complete","2011","5928730","7"
"Mexico","2010","Total","Both Sexes","46","Census - de facto - complete tabulation","Final figure, complete","2011","1150955","7"
"Mexico","2010","Total","Both Sexes","47","Census - de facto - complete tabulation","Final figure, complete","2011","1113097","7"
"Mexico","2010","Total","Both Sexes","48","Census - de facto - complete tabulation","Final figure, complete","2011","1192239","7"
"Mexico","2010","Total","Both Sexes","49","Census - de facto - complete tabulation","Final figure, complete","2011","1076479","7"
"Mexico","2010","Total","Both Sexes","50","Census - de facto - complete tabulation","Final figure, complete","2011","1368876","7"
"Mexico","2010","Total","Both Sexes","50 - 54","Census - de facto - complete tabulation","Final figure, complete","2011","5064291","7"
"Mexico","2010","Total","Both Sexes","51","Census - de facto - complete tabulation","Final figure, complete","2011","802737","7"
"Mexico","2010","Total","Both Sexes","52","Census - de facto - complete tabulation","Final figure, complete","2011","1058878","7"
"Mexico","2010","Total","Both Sexes","53","Census - de facto - complete tabulation","Final figure, complete","2011","919419","7"
"Mexico","2010","Total","Both Sexes","54","Census - de facto - complete tabulation","Final figure, complete","2011","914381","7"
"Mexico","2010","Total","Both Sexes","55","Census - de facto - complete tabulation","Final figure, complete","2011","952197","7"
"Mexico","2010","Total","Both Sexes","55 - 59","Census - de facto - complete tabulation","Final figure, complete","2011","3895365","7"
"Mexico","2010","Total","Both Sexes","56","Census - de facto - complete tabulation","Final figure, complete","2011","846799","7"
"Mexico","2010","Total","Both Sexes","57","Census - de facto - complete tabulation","Final figure, complete","2011","689810","7"
"Mexico","2010","Total","Both Sexes","58","Census - de facto - complete tabulation","Final figure, complete","2011","739369","7"
"Mexico","2010","Total","Both Sexes","59","Census - de facto - complete tabulation","Final figure, complete","2011","667190","7"
"Mexico","2010","Total","Both Sexes","60","Census - de facto - complete tabulation","Final figure, complete","2011","884486","7"
"Mexico","2010","Total","Both Sexes","60 - 64","Census - de facto - complete tabulation","Final figure, complete","2011","3116466","7"
"Mexico","2010","Total","Both Sexes","61","Census - de facto - complete tabulation","Final figure, complete","2011","451220","7"
"Mexico","2010","Total","Both Sexes","62","Census - de facto - complete tabulation","Final figure, complete","2011","619191","7"
"Mexico","2010","Total","Both Sexes","63","Census - de facto - complete tabulation","Final figure, complete","2011","604546","7"
"Mexico","2010","Total","Both Sexes","64","Census - de facto - complete tabulation","Final figure, complete","2011","557023","7"
"Mexico","2010","Total","Both Sexes","65","Census - de facto - complete tabulation","Final figure, complete","2011","597932","7"
"Mexico","2010","Total","Both Sexes","65 - 69","Census - de facto - complete tabulation","Final figure, complete","2011","2317265","7"
"Mexico","2010","Total","Both Sexes","66","Census - de facto - complete tabulation","Final figure, complete","2011","442028","7"
"Mexico","2010","Total","Both Sexes","67","Census - de facto - complete tabulation","Final figure, complete","2011","427801","7"
"Mexico","2010","Total","Both Sexes","68","Census - de facto - complete tabulation","Final figure, complete","2011","455710","7"
"Mexico","2010","Total","Both Sexes","69","Census - de facto - complete tabulation","Final figure, complete","2011","393794","7"
"Mexico","2010","Total","Both Sexes","70","Census - de facto - complete tabulation","Final figure, complete","2011","551913","7"
"Mexico","2010","Total","Both Sexes","70 - 74","Census - de facto - complete tabulation","Final figure, complete","2011","1873934","7"
"Mexico","2010","Total","Both Sexes","71","Census - de facto - complete tabulation","Final figure, complete","2011","264533","7"
"Mexico","2010","Total","Both Sexes","72","Census - de facto - complete tabulation","Final figure, complete","2011","389299","7"
"Mexico","2010","Total","Both Sexes","73","Census - de facto - complete tabulation","Final figure, complete","2011","342035","7"
"Mexico","2010","Total","Both Sexes","74","Census - de facto - complete tabulation","Final figure, complete","2011","326154","7"
"Mexico","2010","Total","Both Sexes","75","Census - de facto - complete tabulation","Final figure, complete","2011","336549","7"
"Mexico","2010","Total","Both Sexes","75 - 79","Census - de facto - complete tabulation","Final figure, complete","2011","1245483","7"
"Mexico","2010","Total","Both Sexes","76","Census - de facto - complete tabulation","Final figure, complete","2011","262546","7"
"Mexico","2010","Total","Both Sexes","77","Census - de facto - complete tabulation","Final figure, complete","2011","215279","7"
"Mexico","2010","Total","Both Sexes","78","Census - de facto - complete tabulation","Final figure, complete","2011","252281","7"
"Mexico","2010","Total","Both Sexes","79","Census - de facto - complete tabulation","Final figure, complete","2011","178828","7"
"Mexico","2010","Total","Both Sexes","80","Census - de facto - complete tabulation","Final figure, complete","2011","262384","7"
"Mexico","2010","Total","Both Sexes","80 - 84","Census - de facto - complete tabulation","Final figure, complete","2011","798936","7"
"Mexico","2010","Total","Both Sexes","81","Census - de facto - complete tabulation","Final figure, complete","2011","114368","7"
"Mexico","2010","Total","Both Sexes","82","Census - de facto - complete tabulation","Final figure, complete","2011","152320","7"
"Mexico","2010","Total","Both Sexes","83","Census - de facto - complete tabulation","Final figure, complete","2011","134542","7"
"Mexico","2010","Total","Both Sexes","84","Census - de facto - complete tabulation","Final figure, complete","2011","135322","7"
"Mexico","2010","Total","Both Sexes","85","Census - de facto - complete tabulation","Final figure, complete","2011","136008","7"
"Mexico","2010","Total","Both Sexes","85 - 89","Census - de facto - complete tabulation","Final figure, complete","2011","454164","7"
"Mexico","2010","Total","Both Sexes","86","Census - de facto - complete tabulation","Final figure, complete","2011","103031","7"
"Mexico","2010","Total","Both Sexes","87","Census - de facto - complete tabulation","Final figure, complete","2011","85549","7"
"Mexico","2010","Total","Both Sexes","88","Census - de facto - complete tabulation","Final figure, complete","2011","71548","7"
"Mexico","2010","Total","Both Sexes","89","Census - de facto - complete tabulation","Final figure, complete","2011","58028","7"
"Mexico","2010","Total","Both Sexes","90","Census - de facto - complete tabulation","Final figure, complete","2011","67860","7"
"Mexico","2010","Total","Both Sexes","90 - 94","Census - de facto - complete tabulation","Final figure, complete","2011","164924","7"
"Mexico","2010","Total","Both Sexes","91","Census - de facto - complete tabulation","Final figure, complete","2011","23769","7"
"Mexico","2010","Total","Both Sexes","92","Census - de facto - complete tabulation","Final figure, complete","2011","30799","7"
"Mexico","2010","Total","Both Sexes","93","Census - de facto - complete tabulation","Final figure, complete","2011","23702","7"
"Mexico","2010","Total","Both Sexes","94","Census - de facto - complete tabulation","Final figure, complete","2011","18794","7"
"Mexico","2010","Total","Both Sexes","95","Census - de facto - complete tabulation","Final figure, complete","2011","18905","7"
"Mexico","2010","Total","Both Sexes","95 - 99","Census - de facto - complete tabulation","Final figure, complete","2011","65732","7"
"Mexico","2010","Total","Both Sexes","96","Census - de facto - complete tabulation","Final figure, complete","2011","15924","7"
"Mexico","2010","Total","Both Sexes","97","Census - de facto - complete tabulation","Final figure, complete","2011","11048","7"
"Mexico","2010","Total","Both Sexes","98","Census - de facto - complete tabulation","Final figure, complete","2011","11929","7"
"Mexico","2010","Total","Both Sexes","99","Census - de facto - complete tabulation","Final figure, complete","2011","7926","7"
"Mexico","2010","Total","Both Sexes","100 +","Census - de facto - complete tabulation","Final figure, complete","2011","18475","7"
"Mexico","2010","Total","Both Sexes","Unknown","Census - de facto - complete tabulation","Final figure, complete","2011","1397406","7"
"Mexico","2010","Total","Male","Total","Census - de facto - complete tabulation","Final figure, complete","2011","54855231","7"
"Mexico","2010","Total","Male","0","Census - de facto - complete tabulation","Final figure, complete","2011","1009489","7"
"Mexico","2010","Total","Male","0 - 4","Census - de facto - complete tabulation","Final figure, complete","2011","5346943","7"
"Mexico","2010","Total","Male","1","Census - de facto - complete tabulation","Final figure, complete","2011","1032850","7"
"Mexico","2010","Total","Male","2","Census - de facto - complete tabulation","Final figure, complete","2011","1090285","7"
"Mexico","2010","Total","Male","3","Census - de facto - complete tabulation","Final figure, complete","2011","1103738","7"
"Mexico","2010","Total","Male","4","Census - de facto - complete tabulation","Final figure, complete","2011","1110581","7"
"Mexico","2010","Total","Male","5","Census - de facto - complete tabulation","Final figure, complete","2011","1101997","7"
"Mexico","2010","Total","Male","5 - 9","Census - de facto - complete tabulation","Final figure, complete","2011","5604175","7"
"Mexico","2010","Total","Male","6","Census - de facto - complete tabulation","Final figure, complete","2011","1106926","7"
"Mexico","2010","Total","Male","7","Census - de facto - complete tabulation","Final figure, complete","2011","1110939","7"
"Mexico","2010","Total","Male","8","Census - de facto - complete tabulation","Final figure, complete","2011","1150085","7"
"Mexico","2010","Total","Male","9","Census - de facto - complete tabulation","Final figure, complete","2011","1134228","7"
"Mexico","2010","Total","Male","10","Census - de facto - complete tabulation","Final figure, complete","2011","1195073","7"
"Mexico","2010","Total","Male","10 - 14","Census - de facto - complete tabulation","Final figure, complete","2011","5547613","7"
"Mexico","2010","Total","Male","11","Census - de facto - complete tabulation","Final figure, complete","2011","1060949","7"
"Mexico","2010","Total","Male","12","Census - de facto - complete tabulation","Final figure, complete","2011","1117990","7"
"Mexico","2010","Total","Male","13","Census - de facto - complete tabulation","Final figure, complete","2011","1072559","7"
"Mexico","2010","Total","Male","14","Census - de facto - complete tabulation","Final figure, complete","2011","1101042","7"
"Mexico","2010","Total","Male","15","Census - de facto - complete tabulation","Final figure, complete","2011","1140865","7"
"Mexico","2010","Total","Male","15 - 19","Census - de facto - complete tabulation","Final figure, complete","2011","5520121","7"
"Mexico","2010","Total","Male","16","Census - de facto - complete tabulation","Final figure, complete","2011","1086454","7"
"Mexico","2010","Total","Male","17","Census - de facto - complete tabulation","Final figure, complete","2011","1149129","7"
"Mexico","2010","Total","Male","18","Census - de facto - complete tabulation","Final figure, complete","2011","1164809","7"
"Mexico","2010","Total","Male","19","Census - de facto - complete tabulation","Final figure, complete","2011","978864","7"
"Mexico","2010","Total","Male","20","Census - de facto - complete tabulation","Final figure, complete","2011","1054635","7"
"Mexico","2010","Total","Male","20 - 24","Census - de facto - complete tabulation","Final figure, complete","2011","4813204","7"
"Mexico","2010","Total","Male","21","Census - de facto - complete tabulation","Final figure, complete","2011","904398","7"
"Mexico","2010","Total","Male","22","Census - de facto - complete tabulation","Final figure, complete","2011","999130","7"
"Mexico","2010","Total","Male","23","Census - de facto - complete tabulation","Final figure, complete","2011","945072","7"
"Mexico","2010","Total","Male","24","Census - de facto - complete tabulation","Final figure, complete","2011","909969","7"
"Mexico","2010","Total","Male","25","Census - de facto - complete tabulation","Final figure, complete","2011","904437","7"
"Mexico","2010","Total","Male","25 - 29","Census - de facto - complete tabulation","Final figure, complete","2011","4205975","7"
"Mexico","2010","Total","Male","26","Census - de facto - complete tabulation","Final figure, complete","2011","828649","7"
"Mexico","2010","Total","Male","27","Census - de facto - complete tabulation","Final figure, complete","2011","838537","7"
"Mexico","2010","Total","Male","28","Census - de facto - complete tabulation","Final figure, complete","2011","868538","7"
"Mexico","2010","Total","Male","29","Census - de facto - complete tabulation","Final figure, complete","2011","765814","7"
"Mexico","2010","Total","Male","30","Census - de facto - complete tabulation","Final figure, complete","2011","974397","7"
"Mexico","2010","Total","Male","30 - 34","Census - de facto - complete tabulation","Final figure, complete","2011","4026031","7"
"Mexico","2010","Total","Male","31","Census - de facto - complete tabulation","Final figure, complete","2011","649810","7"
"Mexico","2010","Total","Male","32","Census - de facto - complete tabulation","Final figure, complete","2011","843712","7"
"Mexico","2010","Total","Male","33","Census - de facto - complete tabulation","Final figure, complete","2011","791171","7"
"Mexico","2010","Total","Male","34","Census - de facto - complete tabulation","Final figure, complete","2011","766941","7"
"Mexico","2010","Total","Male","35","Census - de facto - complete tabulation","Final figure, complete","2011","843929","7"
"Mexico","2010","Total","Male","35 - 39","Census - de facto - complete tabulation","Final figure, complete","2011","3964738","7"
"Mexico","2010","Total","Male","36","Census - de facto - complete tabulation","Final figure, complete","2011","810979","7"
"Mexico","2010","Total","Male","37","Census - de facto - complete tabulation","Final figure, complete","2011","760030","7"
"Mexico","2010","Total","Male","38","Census - de facto - complete tabulation","Final figure, complete","2011","850810","7"
"Mexico","2010","Total","Male","39","Census - de facto - complete tabulation","Final figure, complete","2011","698990","7"
"Mexico","2010","Total","Male","40","Census - de facto - complete tabulation","Final figure, complete","2011","882309","7"
"Mexico","2010","Total","Male","40 - 44","Census - de facto - complete tabulation","Final figure, complete","2011","3350322","7"
"Mexico","2010","Total","Male","41","Census - de facto - complete tabulation","Final figure, complete","2011","533074","7"
"Mexico","2010","Total","Male","42","Census - de facto - complete tabulation","Final figure, complete","2011","779598","7"
"Mexico","2010","Total","Male","43","Census - de facto - complete tabulation","Final figure, complete","2011","603284","7"
"Mexico","2010","Total","Male","44","Census - de facto - complete tabulation","Final figure, complete","2011","552057","7"
"Mexico","2010","Total","Male","45","Census - de facto - complete tabulation","Final figure, complete","2011","669112","7"
"Mexico","2010","Total","Male","45 - 49","Census - de facto - complete tabulation","Final figure, complete","2011","2824364","7"
"Mexico","2010","Total","Male","46","Census - de facto - complete tabulation","Final figure, complete","2011","544826","7"
"Mexico","2010","Total","Male","47","Census - de facto - complete tabulation","Final figure, complete","2011","532142","7"
"Mexico","2010","Total","Male","48","Census - de facto - complete tabulation","Final figure, complete","2011","567322","7"
"Mexico","2010","Total","Male","49","Census - de facto - complete tabulation","Final figure, complete","2011","510962","7"
"Mexico","2010","Total","Male","50","Census - de facto - complete tabulation","Final figure, complete","2011","651527","7"
"Mexico","2010","Total","Male","50 - 54","Census - de facto - complete tabulation","Final figure, complete","2011","2402451","7"
"Mexico","2010","Total","Male","51","Census - de facto - complete tabulation","Final figure, complete","2011","380904","7"
"Mexico","2010","Total","Male","52","Census - de facto - complete tabulation","Final figure, complete","2011","507547","7"
"Mexico","2010","Total","Male","53","Census - de facto - complete tabulation","Final figure, complete","2011","436009","7"
"Mexico","2010","Total","Male","54","Census - de facto - complete tabulation","Final figure, complete","2011","426464","7"
"Mexico","2010","Total","Male","55","Census - de facto - complete tabulation","Final figure, complete","2011","454473","7"
"Mexico","2010","Total","Male","55 - 59","Census - de facto - complete tabulation","Final figure, complete","2011","1869537","7"
"Mexico","2010","Total","Male","56","Census - de facto - complete tabulation","Final figure, complete","2011","411014","7"
"Mexico","2010","Total","Male","57","Census - de facto - complete tabulation","Final figure, complete","2011","331778","7"
"Mexico","2010","Total","Male","58","Census - de facto - complete tabulation","Final figure, complete","2011","351868","7"
"Mexico","2010","Total","Male","59","Census - de facto - complete tabulation","Final figure, complete","2011","320404","7"
"Mexico","2010","Total","Male","60","Census - de facto - complete tabulation","Final figure, complete","2011","422588","7"
"Mexico","2010","Total","Male","60 - 64","Census - de facto - complete tabulation","Final figure, complete","2011","1476667","7"
"Mexico","2010","Total","Male","61","Census - de facto - complete tabulation","Final figure, complete","2011","212664","7"
"Mexico","2010","Total","Male","62","Census - de facto - complete tabulation","Final figure, complete","2011","294237","7"
"Mexico","2010","Total","Male","63","Census - de facto - complete tabulation","Final figure, complete","2011","286684","7"
"Mexico","2010","Total","Male","64","Census - de facto - complete tabulation","Final figure, complete","2011","260494","7"
"Mexico","2010","Total","Male","65","Census - de facto - complete tabulation","Final figure, complete","2011","282382","7"
"Mexico","2010","Total","Male","65 - 69","Census - de facto - complete tabulation","Final figure, complete","2011","1095273","7"
"Mexico","2010","Total","Male","66","Census - de facto - complete tabulation","Final figure, complete","2011","208202","7"
"Mexico","2010","Total","Male","67","Census - de facto - complete tabulation","Final figure, complete","2011","205218","7"
"Mexico","2010","Total","Male","68","Census - de facto - complete tabulation","Final figure, complete","2011","212201","7"
"Mexico","2010","Total","Male","69","Census - de facto - complete tabulation","Final figure, complete","2011","187270","7"
"Mexico","2010","Total","Male","70","Census - de facto - complete tabulation","Final figure, complete","2011","256132","7"
"Mexico","2010","Total","Male","70 - 74","Census - de facto - complete tabulation","Final figure, complete","2011","873893","7"
"Mexico","2010","Total","Male","71","Census - de facto - complete tabulation","Final figure, complete","2011","125161","7"
"Mexico","2010","Total","Male","72","Census - de facto - complete tabulation","Final figure, complete","2011","182306","7"
"Mexico","2010","Total","Male","73","Census - de facto - complete tabulation","Final figure, complete","2011","158753","7"
"Mexico","2010","Total","Male","74","Census - de facto - complete tabulation","Final figure, complete","2011","151541","7"
"Mexico","2010","Total","Male","75","Census - de facto - complete tabulation","Final figure, complete","2011","155999","7"
"Mexico","2010","Total","Male","75 - 79","Census - de facto - complete tabulation","Final figure, complete","2011","579689","7"
"Mexico","2010","Total","Male","76","Census - de facto - complete tabulation","Final figure, complete","2011","122301","7"
"Mexico","2010","Total","Male","77","Census - de facto - complete tabulation","Final figure, complete","2011","100407","7"
"Mexico","2010","Total","Male","78","Census - de facto - complete tabulation","Final figure, complete","2011","118115","7"
"Mexico","2010","Total","Male","79","Census - de facto - complete tabulation","Final figure, complete","2011","82867","7"
"Mexico","2010","Total","Male","80","Census - de facto - complete tabulation","Final figure, complete","2011","115614","7"
"Mexico","2010","Total","Male","80 - 84","Census - de facto - complete tabulation","Final figure, complete","2011","355277","7"
"Mexico","2010","Total","Male","81","Census - de facto - complete tabulation","Final figure, complete","2011","52882","7"
"Mexico","2010","Total","Male","82","Census - de facto - complete tabulation","Final figure, complete","2011","68286","7"
"Mexico","2010","Total","Male","83","Census - de facto - complete tabulation","Final figure, complete","2011","59413","7"
"Mexico","2010","Total","Male","84","Census - de facto - complete tabulation","Final figure, complete","2011","59082","7"
"Mexico","2010","Total","Male","85","Census - de facto - complete tabulation","Final figure, complete","2011","58504","7"
"Mexico","2010","Total","Male","85 - 89","Census - de facto - complete tabulation","Final figure, complete","2011","197461","7"
"Mexico","2010","Total","Male","86","Census - de facto - complete tabulation","Final figure, complete","2011","45699","7"
"Mexico","2010","Total","Male","87","Census - de facto - complete tabulation","Final figure, complete","2011","37282","7"
"Mexico","2010","Total","Male","88","Census - de facto - complete tabulation","Final figure, complete","2011","31418","7"
"Mexico","2010","Total","Male","89","Census - de facto - complete tabulation","Final figure, complete","2011","24558","7"
"Mexico","2010","Total","Male","90","Census - de facto - complete tabulation","Final figure, complete","2011","28066","7"
"Mexico","2010","Total","Male","90 - 94","Census - de facto - complete tabulation","Final figure, complete","2011","68130","7"
"Mexico","2010","Total","Male","91","Census - de facto - complete tabulation","Final figure, complete","2011","10068","7"
"Mexico","2010","Total","Male","92","Census - de facto - complete tabulation","Final figure, complete","2011","12690","7"
"Mexico","2010","Total","Male","93","Census - de facto - complete tabulation","Final figure, complete","2011","9811","7"
"Mexico","2010","Total","Male","94","Census - de facto - complete tabulation","Final figure, complete","2011","7495","7"
"Mexico","2010","Total","Male","95","Census - de facto - complete tabulation","Final figure, complete","2011","7277","7"
"Mexico","2010","Total","Male","95 - 99","Census - de facto - complete tabulation","Final figure, complete","2011","25920","7"
"Mexico","2010","Total","Male","96","Census - de facto - complete tabulation","Final figure, complete","2011","6379","7"
"Mexico","2010","Total","Male","97","Census - de facto - complete tabulation","Final figure, complete","2011","4417","7"
"Mexico","2010","Total","Male","98","Census - de facto - complete tabulation","Final figure, complete","2011","4625","7"
"Mexico","2010","Total","Male","99","Census - de facto - complete tabulation","Final figure, complete","2011","3222","7"
"Mexico","2010","Total","Male","100 +","Census - de facto - complete tabulation","Final figure, complete","2011","7228","7"
"Mexico","2010","Total","Male","Unknown","Census - de facto - complete tabulation","Final figure, complete","2011","700219","7"
"Mexico","2010","Total","Female","Total","Census - de facto - complete tabulation","Final figure, complete","2011","57481307","7"
"Mexico","2010","Total","Female","0","Census - de facto - complete tabulation","Final figure, complete","2011","973661","7"
"Mexico","2010","Total","Female","0 - 4","Census - de facto - complete tabulation","Final figure, complete","2011","5181379","7"
"Mexico","2010","Total","Female","1","Census - de facto - complete tabulation","Final figure, complete","2011","993935","7"
"Mexico","2010","Total","Female","2","Census - de facto - complete tabulation","Final figure, complete","2011","1057647","7"
"Mexico","2010","Total","Female","3","Census - de facto - complete tabulation","Final figure, complete","2011","1081251","7"
"Mexico","2010","Total","Female","4","Census - de facto - complete tabulation","Final figure, complete","2011","1074885","7"
"Mexico","2010","Total","Female","5","Census - de facto - complete tabulation","Final figure, complete","2011","1062782","7"
"Mexico","2010","Total","Female","5 - 9","Census - de facto - complete tabulation","Final figure, complete","2011","5443362","7"
"Mexico","2010","Total","Female","6","Census - de facto - complete tabulation","Final figure, complete","2011","1081422","7"
"Mexico","2010","Total","Female","7","Census - de facto - complete tabulation","Final figure, complete","2011","1080043","7"
"Mexico","2010","Total","Female","8","Census - de facto - complete tabulation","Final figure, complete","2011","1108793","7"
"Mexico","2010","Total","Female","9","Census - de facto - complete tabulation","Final figure, complete","2011","1110322","7"
"Mexico","2010","Total","Female","10","Census - de facto - complete tabulation","Final figure, complete","2011","1144959","7"
"Mexico","2010","Total","Female","10 - 14","Census - de facto - complete tabulation","Final figure, complete","2011","5392324","7"
"Mexico","2010","Total","Female","11","Census - de facto - complete tabulation","Final figure, complete","2011","1034824","7"
"Mexico","2010","Total","Female","12","Census - de facto - complete tabulation","Final figure, complete","2011","1080336","7"
"Mexico","2010","Total","Female","13","Census - de facto - complete tabulation","Final figure, complete","2011","1044828","7"
"Mexico","2010","Total","Female","14","Census - de facto - complete tabulation","Final figure, complete","2011","1087377","7"
"Mexico","2010","Total","Female","15","Census - de facto - complete tabulation","Final figure, complete","2011","1123473","7"
"Mexico","2010","Total","Female","15 - 19","Census - de facto - complete tabulation","Final figure, complete","2011","5505991","7"
"Mexico","2010","Total","Female","16","Census - de facto - complete tabulation","Final figure, complete","2011","1077824","7"
"Mexico","2010","Total","Female","17","Census - de facto - complete tabulation","Final figure, complete","2011","1133203","7"
"Mexico","2010","Total","Female","18","Census - de facto - complete tabulation","Final figure, complete","2011","1150835","7"
"Mexico","2010","Total","Female","19","Census - de facto - complete tabulation","Final figure, complete","2011","1020656","7"
"Mexico","2010","Total","Female","20","Census - de facto - complete tabulation","Final figure, complete","2011","1103374","7"
"Mexico","2010","Total","Female","20 - 24","Census - de facto - complete tabulation","Final figure, complete","2011","5079067","7"
"Mexico","2010","Total","Female","21","Census - de facto - complete tabulation","Final figure, complete","2011","948353","7"
"Mexico","2010","Total","Female","22","Census - de facto - complete tabulation","Final figure, complete","2011","1041599","7"
"Mexico","2010","Total","Female","23","Census - de facto - complete tabulation","Final figure, complete","2011","1008597","7"
"Mexico","2010","Total","Female","24","Census - de facto - complete tabulation","Final figure, complete","2011","977144","7"
"Mexico","2010","Total","Female","25","Census - de facto - complete tabulation","Final figure, complete","2011","983670","7"
"Mexico","2010","Total","Female","25 - 29","Census - de facto - complete tabulation","Final figure, complete","2011","4582202","7"
"Mexico","2010","Total","Female","26","Census - de facto - complete tabulation","Final figure, complete","2011","915581","7"
"Mexico","2010","Total","Female","27","Census - de facto - complete tabulation","Final figure, complete","2011","906172","7"
"Mexico","2010","Total","Female","28","Census - de facto - complete tabulation","Final figure, complete","2011","936863","7"
"Mexico","2010","Total","Female","29","Census - de facto - complete tabulation","Final figure, complete","2011","839916","7"
"Mexico","2010","Total","Female","30","Census - de facto - complete tabulation","Final figure, complete","2011","1059255","7"
"Mexico","2010","Total","Female","30 - 34","Census - de facto - complete tabulation","Final figure, complete","2011","4444767","7"
"Mexico","2010","Total","Female","31","Census - de facto - complete tabulation","Final figure, complete","2011","726936","7"
"Mexico","2010","Total","Female","32","Census - de facto - complete tabulation","Final figure, complete","2011","943576","7"
"Mexico","2010","Total","Female","33","Census - de facto - complete tabulation","Final figure, complete","2011","873015","7"
"Mexico","2010","Total","Female","34","Census - de facto - complete tabulation","Final figure, complete","2011","841985","7"
"Mexico","2010","Total","Female","35","Census - de facto - complete tabulation","Final figure, complete","2011","929641","7"
"Mexico","2010","Total","Female","35 - 39","Census - de facto - complete tabulation","Final figure, complete","2011","4328249","7"
"Mexico","2010","Total","Female","36","Census - de facto - complete tabulation","Final figure, complete","2011","894940","7"
"Mexico","2010","Total","Female","37","Census - de facto - complete tabulation","Final figure, complete","2011","820965","7"
"Mexico","2010","Total","Female","38","Census - de facto - complete tabulation","Final figure, complete","2011","915163","7"
"Mexico","2010","Total","Female","39","Census - de facto - complete tabulation","Final figure, complete","2011","767540","7"
"Mexico","2010","Total","Female","40","Census - de facto - complete tabulation","Final figure, complete","2011","960415","7"
